"BL2009P4_1x.cov","BL2009P4_cov.sum","BL2009P4_cov.sd","IN2009T1_1x.cov","IN2009T1_cov.sum","IN2009T1_cov.sd","Pi1845A_1x.cov","Pi1845A_cov.sum","Pi1845A_cov.sd","Pi1845B_1x.cov","Pi1845B_cov.sum","Pi1845B_cov.sd","Pi1876_1x.cov","Pi1876_cov.sum","Pi1876_cov.sd","Pi1882_1x.cov","Pi1882_cov.sum","Pi1882_cov.sd","Pi1889_1x.cov","Pi1889_cov.sum","Pi1889_cov.sd","RS2009P1_1x.cov","RS2009P1_cov.sum","RS2009P1_cov.sd"
"PITG_02285",2074,66637,5.88440302374055,2074,49547,4.20436195536371,2050,11021,3.27090553197512,1069,1673,0.970741327669723,1274,2795,1.36356585095027,1000,1415,0.853925144384914,2074,37582,7.79296332427261,2074,71753,8.58242894734553
"PITG_02286",4808,123555,7.08605131758457,4807,112552,5.63361120477539,4738,30235,3.49898059210297,2680,5051,1.24907326411864,3235,7979,1.6525593099413,2070,2819,0.793095954318676,4810,94830,7.67167545614294,4810,151493,7.54635497160828
"PITG_02287",1246,35148,5.55033530507387,1246,30904,4.52209495660444,1246,10381,2.90935435523342,809,1241,0.935244716292504,690,1480,1.41422906031918,500,812,0.946280590715452,1246,21492,4.9651697046689,1246,36894,6.69366640620211
"PITG_02288",1412,39240,5.76039097522509,1412,35086,5.92174137888124,1397,6953,2.52372044373833,577,761,0.822632396667076,839,1998,1.62257324650291,507,627,0.682150697122803,1412,27644,6.63156287905976,1412,49624,6.83170823133063
"PITG_02289",1608,52718,6.25975528662586,1608,30533,4.47427657848221,1600,8963,2.88432812441381,828,1533,1.333942942757,941,2281,1.56209928005417,711,921,0.734722829052643,1608,27450,5.90770740552768,1608,54062,5.61226956873166
"PITG_02290",1941,64152,6.62881675859656,1941,53446,5.42021952234218,1863,10000,3.43662541740031,1194,1838,0.931558460486679,1340,2685,1.45141579749068,656,862,0.677771118274512,1941,31287,6.43794760232601,1941,79426,7.0994635473106
"PITG_02291",1800,66989,7.01102652456614,1800,44985,4.09305835984245,1745,8433,2.78369697912602,1147,1593,0.84718905449271,976,2096,1.34930951078286,921,1197,0.755559347594636,1800,32805,5.89315064877907,1800,76467,7.12663953811122
"PITG_02292",3132,94377,6.74790100407036,3132,78623,5.67313901956582,3027,19410,3.92080893755014,2021,3469,1.12812809291889,1525,3264,1.35262225441758,1345,1849,0.778468798084362,3132,57247,6.52075225595555,3132,103308,9.18233734867469
"PITG_02293",1190,34101,7.12854622953288,1190,24872,4.51334803434343,1167,10329,3.36446276957068,870,1748,1.27943873701566,976,1798,1.17778640257343,697,1092,1.03915336073131,1190,21273,4.77455066393142,1190,38904,5.71420786428089
"PITG_02294",2285,71685,7.12804478954887,2285,58429,7.08015886092075,2042,19527,38.3860498441098,956,1853,2.69220240677541,1752,7009,12.3781207214511,908,1200,0.710751514982289,2285,33488,5.74623692277166,2285,75228,5.97342660691098
"PITG_02295",796,25244,6.38578348963728,796,22221,6.46046131818217,795,4525,6.15234812411866,409,723,1.09905921826818,519,1858,2.73185507335973,503,877,1.09243109978808,796,13666,7.51814929480238,796,32577,10.6353289792149
"PITG_02296",741,27342,6.12145196816,741,27111,4.88041253621963,529,1607,2.775353308463,42,84,0.462773268858114,436,1158,1.58042586794247,474,612,0.797413479269625,741,7136,4.85084039263951,741,29171,8.00389740749731
"PITG_02297",951,29851,4.13916420079519,951,29884,6.02575375702088,821,2743,2.41775810705071,309,417,0.688362985302896,638,2100,2.59813212767954,562,1064,1.38167445360879,951,13829,5.73723841128886,951,43155,7.45327355825517
"PITG_02302",1979,67291,8.30099179595062,1979,49139,6.09268457761186,1915,21621,7.87660561203283,1036,2252,1.35755014706312,1506,5071,2.71730429738428,1306,2352,1.1382443779093,1931,47642,11.5539187234589,1979,68633,9.84418981893159
"PITG_02303",1502,47462,6.76180434712755,1502,32025,4.36628115454155,1502,11296,3.52556667464402,961,1803,1.27411574288296,382,535,0.658282654955966,444,567,0.631696312717777,1502,23058,4.99462679161262,1502,44754,6.92491658921628
"PITG_02304",2210,64929,5.30835004704891,2210,59616,5.67342252942333,2165,11015,2.50688916802286,1070,1684,0.950282233889822,1308,2996,1.42544526549017,1135,1610,0.842806772606925,2210,42411,7.42875624846072,2210,86017,6.92374090205558
"PITG_02305",864,31790,7.48295310303243,864,23686,6.42828898166477,738,4426,3.94589646630433,251,637,1.34248690627332,542,1137,1.22485820274858,443,668,0.840416657849824,864,12085,7.1891236856087,864,29997,7.49914295991589
"PITG_02306",1337,54279,6.66485511233812,1337,38676,4.15222710989985,1101,3855,2.41499154722424,448,540,0.615359648270303,1064,2549,1.69785735617955,721,1056,0.881420694359093,1337,23763,20.4660579986733,1337,62715,7.83725268574396
"PITG_02307",3642,124431,5.96628728612951,3642,100473,5.41977859167753,3481,20465,3.9953551121938,1981,3337,1.14931140383164,2199,4058,1.34150600263715,1978,2626,0.810628537771869,3642,66827,17.0101948625372,3642,139445,6.50909105964069
"PITG_02308",812,20935,6.69784895514959,812,16932,5.43159070353409,812,5694,3.10241877859738,436,845,1.30429380384598,342,832,1.32950367103587,97,97,0.324526709492912,812,12711,7.56979504526559,812,20416,3.65014881905769
"PITG_02309",358,14743,7.58355849526085,358,16436,13.689344408027,358,14706,9.7930705015518,358,2196,1.94141379496424,236,781,2.08851623582138,261,571,1.15260142948027,358,14297,11.8093542121742,358,10784,8.30183270555768
"PITG_02310",273,7983,5.16992289880356,273,6995,5.00078640659,217,3571,10.6184196069549,208,356,0.995884117560224,244,729,1.83944691808362,109,372,1.97511997131792,273,7174,8.41104895073301,273,5919,2.73812591909213
"PITG_02311",1062,33558,4.86472217227742,1062,28510,5.44310597349205,1028,4308,2.87316062858235,401,526,0.702410324127207,645,1837,1.97711690826342,690,1082,0.900111707469879,1062,19308,4.95096484618841,1062,41638,8.4129083536588
"PITG_02314",1137,31539,4.90951751784028,1137,30203,5.12979654354787,1137,7722,2.76923473955781,594,1098,1.17022263332986,745,2105,1.75474216310094,536,720,0.758788487513931,1137,21207,5.33293638855367,1137,40291,9.37996943826059
"PITG_02315",648,22256,9.31175387776735,648,15439,3.51620113284566,634,3968,2.71697493410703,494,1033,1.26066254019932,368,678,1.17719909054531,331,349,0.551848787930705,648,11827,6.6803824147114,648,23609,6.85364179694954
"PITG_02317",666,24882,4.04960102249267,666,19745,4.29969042067606,550,2631,2.99105555458668,295,548,1.05992842224858,642,1930,1.44110288647588,372,613,1.13109321147997,666,11348,7.08392068760288,666,27835,5.363033918362
"PITG_02319",3391,93663,6.24636901301429,3391,89607,6.29282143262318,2754,11067,2.77368091342456,1373,1622,0.629687586037822,2335,5559,1.71131167415864,1406,1916,0.78695334500725,3365,40996,7.6080369452309,3386,113100,7.12129357342829
"PITG_02320",1297,37824,5.10088604796775,1297,31203,5.08497719842508,1233,7293,3.40916467632811,684,1074,1.00025399650822,638,1391,1.43941092938695,283,320,0.493044658433146,1297,22674,7.47174844686135,1297,39451,6.19782792593927
"PITG_02321",216,10337,5.42284183882932,216,8149,7.36329181291466,192,1894,6.48304619970909,35,74,0.797228186960553,152,502,1.92331450198798,110,201,0.954690582611524,204,4343,12.1069941204336,216,11486,6.15207086133276
"PITG_02322",1615,51592,5.06874702245739,1615,44406,8.43664793628804,1514,8171,3.56722425824091,774,1575,1.34390387518172,836,1872,1.41817350863911,550,691,0.696666754132922,1615,24520,5.56760381468998,1615,58088,4.9121353973052
"PITG_02323",603,20909,6.25433960624448,603,19092,4.50304162149265,513,2495,2.69907559420093,221,447,1.07031975152581,214,451,1.2743866408125,349,478,0.774476453601235,603,12282,6.53870010763115,603,26965,8.72637512780921
"PITG_02324",598,19864,9.10498410552524,598,12718,6.1231349514707,598,5947,3.80055072482965,393,661,1.08620316408055,379,785,1.32778793094626,292,296,0.513608689390128,598,11032,5.37596440284136,598,19096,9.35985622578483
"PITG_02325",2031,51335,5.39291604787285,2031,46649,4.33146258302173,2030,12644,3.00350524758469,1413,2683,1.48865864670606,1449,3152,1.41808686391481,1272,1918,0.905025092672861,2031,38082,6.00264462336438,2031,64783,5.31970465033797
"PITG_02326",1953,64210,6.67128327850336,1953,58363,5.69542055504839,1815,6275,2.27888895412538,739,1023,0.771263752017197,1286,3268,1.71265482325275,915,1498,1.013483992553,1953,36839,6.2762246436714,1953,76604,5.65210761565437
"PITG_02327",1533,46579,6.85778216522892,1533,35638,4.50842703240199,1532,10852,3.28671761684903,1033,2018,1.51009635942021,861,2531,2.23143500363878,816,1010,0.715627832044458,1533,32473,9.22297259725368,1533,44628,5.71025402831522
"PITG_02328",968,116075,221.481319079736,968,136951,286.218058814864,859,5639,4.65406104534148,499,963,1.26236354113352,477,10178,23.6127364173986,555,6058,12.5776773208853,968,16866,8.17481838393662,968,129944,270.166221760312
"PITG_02329",6079,197606,6.10750871843569,6078,159901,6.13543831141247,5745,29265,3.29492387829115,2942,4693,0.954716279700222,3647,7483,1.41605827724506,2783,4178,0.88705055129241,6079,101480,7.00697785913227,6079,217909,6.68696961085987
"PITG_02330",1368,40724,5.06945222898302,1368,31220,5.13351222061589,1306,6939,2.68184111800744,757,1367,1.16991026516306,681,1179,0.97701760104617,532,725,0.739110756375861,1368,22988,5.63180805274451,1368,46285,5.89206331405306
"PITG_02331",644,22238,9.71205811923167,644,14472,5.86532325989751,631,4270,3.99495083311887,285,498,1.13812799636459,443,1138,1.77026683098313,256,347,0.750354507305639,644,12842,7.51895042516396,644,20675,14.1028233335328
"PITG_02332",1682,58196,10.3876999074176,1680,40035,5.72580398084398,1561,10416,4.24644812271406,864,1553,1.14237619255191,1312,3006,1.42537392665576,872,1000,0.627236232149426,1682,33547,12.0743221833235,1679,57877,9.7787431252276
"PITG_02334",1524,44616,7.05732330222002,1524,39846,7.50327840001143,1403,7663,3.46256471364742,536,970,0.99460512875779,848,1225,0.92685119423254,603,753,0.687065973732603,1524,18592,4.76426286465192,1524,46083,8.51241946966669
"PITG_02335",1390,40021,6.74939204523656,1390,26673,6.51427176239293,1390,9305,3.23220096514349,929,1386,0.931795177520247,928,1962,2.42980885626775,667,946,0.818335392528049,1390,26527,13.1077154500172,1390,44655,5.87737468671097
"PITG_02336",1068,33803,5.27489228899471,1068,29152,4.90132261023262,1065,5771,4.47685566279423,440,661,0.846126817037901,573,2886,9.18085058359903,551,682,0.736318915400959,1067,24418,34.8819409481432,1068,40520,5.67522813879526
"PITG_02337",1389,45282,5.1906893855654,1389,34053,3.71352438386194,1365,6895,3.3138213904018,816,1511,1.18385037598339,935,2220,1.62691604023321,794,1095,0.81315333223553,1375,27182,10.9328756825004,1389,53555,4.95591614661163
"PITG_02338",670,19725,7.2357478458864,671,16692,3.23846592436179,658,3915,3.1139162494967,322,502,0.914587560080345,277,495,0.971101901883344,361,467,0.726861106462083,671,12180,10.6148653005637,671,24363,6.44438220928128
"PITG_02339",1603,54185,6.107868889311,1600,45269,6.69640058117067,1535,9420,4.13380625512805,820,1397,1.14370860522674,1165,3308,1.841996838465,824,1207,0.926167456683997,1601,29702,7.75729696038798,1603,59717,8.41818858586656
"PITG_02340",3038,93740,7.19073932777008,2998,74121,8.42952052099719,2609,12773,3.18045847012558,1170,1820,0.920930414517013,1912,3997,1.58992108908287,1518,2364,1.00063898919801,2961,45184,6.76277725787984,3025,100991,10.3721396646612
"PITG_02341",678,21248,3.87202526046714,678,16328,4.43788155099507,675,3364,1.79734045680141,267,374,0.794825599200919,532,878,0.982117019634021,315,598,1.13006481557907,678,14853,6.32515622003341,678,20756,6.19533764305349
"PITG_02342",581,19860,6.94568346844631,581,21372,9.78529039554327,484,1642,2.35087743736312,280,436,0.851785540868416,490,1102,1.30371074283798,214,368,0.953136582742338,581,12393,5.80376672790547,581,21127,5.76977435954037
"PITG_02343",5133,149657,5.42954800505215,5131,129304,4.56946639202614,4768,28858,3.7712449271223,2747,3922,0.896135239151682,2703,5640,1.41262279814955,2192,2920,0.768244590809042,5133,102422,25.2074130367759,5132,162833,5.75057196137489
"PITG_02344",3842,109874,5.6586375331282,3842,82747,5.68850137162636,3818,25053,2.87647426407064,2058,3331,1.00130546627892,2079,4876,1.5814038181421,1644,1946,0.662990731694256,3842,68894,10.0007827507231,3842,125199,6.03429977528267
"PITG_02345",884,23118,5.56478246035159,884,17604,5.1850759424789,884,6246,3.12484555815614,439,774,1.15713954793823,565,1384,1.68505339654003,556,963,1.17444478352357,884,18250,8.05125610532632,884,30021,5.22490922324583
"PITG_02346",650,24813,5.31465331737123,650,14196,4.03516133067327,586,1891,2.28468627934901,237,420,0.958793046347742,435,656,0.875927521067968,547,1081,1.03499167884364,650,11503,7.27463603907491,650,22073,4.77278469518502
"PITG_02347",1593,56562,7.05581152446453,1590,33859,6.2762088073476,1418,6890,3.20493345194903,693,1214,1.25234784990909,1087,2021,1.16198191557744,971,1380,0.863311447534323,1587,25883,8.00683468265976,1594,54338,7.63809244365052
"PITG_02348",1142,38013,4.44810045230638,1101,18762,9.9337752282711,1049,5435,3.44619065422674,363,608,0.894182790222892,782,1754,1.48082337905089,566,714,0.702813735976448,1142,20596,5.05955755524874,1019,26482,13.3682798973424
"PITG_02349",1505,49048,5.00518683748677,1505,42226,6.92671966292514,1443,8153,3.55615577601728,776,1193,0.952083242623028,655,2046,2.12265633818112,639,864,0.770978485420029,1503,25541,5.4753262812802,1504,57851,6.8070230786747
"PITG_02350",567,5423,7.66056453438121,554,3380,5.39009338479353,371,1276,2.53523393491423,99,99,0.37223908607613,177,324,0.861324876952876,194,315,0.925762854171177,400,3998,7.39151108792495,597,16453,11.4381279142177
"PITG_02351",1344,36787,10.2409443279818,1243,23721,10.6636779816073,1275,9335,4.71298604981617,801,1205,1.01244094942018,727,1749,1.50178786211271,478,670,0.784244054496936,1303,22540,10.0163461586458,1344,27945,7.38481076764519
"PITG_02352",2898,26345,7.33152730373986,2433,11395,3.59248401117956,2963,28905,6.88737254043717,1458,2363,0.96667212368065,1640,3357,1.33702859067084,957,1032,0.517972229140997,2934,41641,10.7225577497066,2910,27913,5.75699282054345
"PITG_02353",2930,46639,10.1682201267517,2575,9414,4.19929718023433,2754,26640,6.20903842769446,1619,2892,1.21418060826896,1757,3493,1.2591604933241,780,958,0.581938094549711,2798,37961,7.79429303838252,2932,30433,3.90586740852072
"PITG_02354",3188,65421,9.06966970117583,2454,9882,3.99445512858085,2839,30200,7.05960186403464,1717,3051,1.25914627869724,1724,3562,1.31284731025083,835,989,0.556894697515665,3007,38776,9.28260665174679,3117,24321,4.12688561887409
"PITG_02355",3430,85667,14.7795271828464,2959,11165,3.31771575687013,3058,30207,6.72404169495204,1688,3358,1.35313712351146,1697,3317,1.23743767453199,727,972,0.604848857844194,3163,45264,10.4079032665708,3306,29900,6.02492638251374
"PITG_02356",2973,72990,15.0675858471,2642,18383,4.66708256371299,2705,29738,6.53595445956321,1590,2916,1.1687823615949,1612,3138,1.32704584220415,813,1062,0.631880096333926,2783,48814,12.0587083796739,2973,40228,5.21594163227556
"PITG_02357",3515,93691,22.4555688454641,3358,36248,9.88081916965853,3351,37245,7.331434484759,2288,4732,1.47315813754288,2253,5107,1.6393715757311,1248,1564,0.664054121031622,3399,57255,10.847171086153,3526,48877,7.58905231696466
"PITG_02358",3301,98330,11.1772799928765,3244,30617,8.48266912155011,3019,37323,8.5614286367711,2025,4232,1.56742672363786,2119,5354,1.70582499308661,1456,1937,0.744092752817744,3211,63604,13.6330712414716,3307,52517,8.57121725355108
"PITG_02359",2703,75527,16.3424175371584,2498,31057,14.4858176010692,2593,33147,8.06359748870921,1794,3923,1.6538899262193,1659,3547,1.33325048802487,1056,1235,0.614257626707553,2693,54681,16.7225926403791,2664,45217,9.64477856329906
"PITG_02360",3377,130124,19.4337144745056,3129,19316,6.80480143164034,3041,29505,6.3086893498205,1812,3157,1.13630117644804,1698,3371,1.39148384511177,1026,1346,0.688537610594811,3233,49587,11.4594231759829,3393,40847,7.95566436303219
"PITG_02361",2973,96217,21.6473474618775,2860,15611,4.00163198354377,2810,31275,6.24957869077997,1687,2901,1.11037204530322,1845,3958,1.48281480872031,1071,1313,0.666221338138608,2900,42660,8.19434180735251,2972,40979,7.46575700176538
"PITG_02362",2667,47491,18.0297440590216,2254,11063,4.72756582258552,2756,29325,6.32178368891696,1570,3122,1.4363494528158,1811,3823,1.40358360350707,727,912,0.600088067494442,2778,40527,10.4430406491808,2973,44088,6.90905492739687
"PITG_02363",481,4453,4.84370953956029,454,3057,4.95969771242174,481,4467,5.12786092575696,319,460,0.877663963856286,337,669,1.26685907274451,197,200,0.503413287106592,485,8320,11.4386913265772,492,4498,5.616139381421
"PITG_02364",2119,38467,11.9991231646118,1602,7391,3.81692217062789,2207,26360,7.50383999344584,1278,3205,1.96518240515398,1241,2533,1.36539247283067,970,1421,0.853769045289865,2244,40196,13.0154074605099,2247,19867,6.66293755569959
"PITG_02365",607,21827,9.46523693004324,607,12255,6.78855721857668,465,2478,4.20040100707335,135,135,0.416204935524557,431,1583,2.76370931532124,519,953,1.11157597798965,600,11530,9.60000216351924,607,27355,16.6983212969078
"PITG_02367",1580,49181,6.12644490644366,1579,38345,4.42261074579423,1525,7195,3.10900776303245,866,1418,1.00805459126604,1314,3591,1.63235599215025,866,1462,1.08064097850206,1581,34024,7.61674160695431,1584,51524,6.35070928225586
"PITG_02368",1621,40260,8.11208814422054,1621,29941,4.6244024046541,1566,10662,3.45835306743334,865,1373,1.01106776124891,750,1628,1.74465139815313,607,977,0.920999208038121,1621,25425,7.78451746221185,1621,45023,6.11084913975595
"PITG_02369",1023,29282,4.53946680046955,1023,18399,6.43625829197589,1023,8289,2.8594305938144,803,1922,1.94165626661886,348,680,1.05800281238254,618,945,0.930065747904102,1023,18364,5.81747453690246,1023,25075,4.44069650433391
"PITG_02370",774,21601,4.18004980876496,774,20370,5.23395891676817,702,3636,3.21647919933964,292,394,0.726006187189609,284,722,1.41627321931794,453,938,1.40469120047316,774,13326,6.83188768722962,774,23651,8.15415819509576
"PITG_02371",2112,62940,5.77579183555619,2112,49496,4.22648942934589,2112,13522,2.63937922421778,1059,1899,1.11607658245348,930,1641,1.1720658452828,995,1375,0.837824919708172,2112,40881,9.00945684085829,2112,71763,6.49556351870082
"PITG_02372",1359,44478,5.16636396347638,1359,35779,5.8547267159887,1243,6456,3.53818191813007,625,1003,1.01489031507754,651,1406,1.32478762576858,711,1145,0.963357260269402,1359,22636,6.99676563416624,1359,42194,6.50941829817039
"PITG_02373",2030,64082,6.1435040175813,2030,53548,4.88789684117758,1979,13374,3.77274418801642,1039,2029,1.37377053414518,1340,3044,1.54148159177351,1179,2081,1.15806813902687,2032,39008,8.91546987396731,2031,64006,8.13778435663565
"PITG_02377",1828,51043,7.08290587638762,1828,46868,4.36032435179506,1745,9498,3.7137511595716,592,839,0.755901020488445,980,2198,1.5185604858553,668,1045,0.845352452355148,1820,26724,6.81602004666286,1828,55270,9.74993442228802
"PITG_02379",1060,30017,5.60435041407153,1060,25400,4.62355207317996,1060,6149,2.42527590724329,534,784,0.949198682502061,677,1360,1.3746299492165,735,1161,0.927685808094774,1060,20203,13.3304501956135,1060,36090,5.47512544079839
"PITG_02380",762,25342,5.02472014006636,762,15488,5.50800231239745,762,4748,2.29246296386434,266,498,1.18162421518064,424,1370,2.00880997859882,295,402,0.728544405765925,762,12803,4.69196722172612,762,29387,3.93428595710246
"PITG_02381",1985,56076,8.8357566740079,1985,50658,5.81031756103498,1906,12930,4.23573679998249,784,1326,1.08699669475788,1264,3018,1.65609572890498,1192,2038,1.11070326245254,1985,32613,7.22292100723925,1985,49509,6.2767661198046
"PITG_02382",506,14980,6.42534409705396,506,12936,5.04285551397476,486,2742,2.84767678998567,213,213,0.494199912778383,471,1134,1.48829424605682,234,351,0.935038266645163,506,7907,3.88100352908269,506,17142,4.90390896053127
"PITG_02383",552,20635,7.47000608780826,552,14689,5.05527685311629,549,2073,1.78518997837677,282,392,0.778130278500362,353,586,1.00082161991269,414,533,0.697865574620881,552,9481,5.29595173100219,552,20136,6.87768942683288
"PITG_02384",1429,52115,9.20045691466205,1429,41744,7.15977877135162,1279,5237,2.52583838983026,587,911,0.940911684334692,701,1648,1.53927057391234,616,925,0.835253583394099,1429,22807,5.06848935099801,1429,54439,6.30269748174812
"PITG_02387",327,10956,3.69950382980011,327,9873,5.24751252357096,327,1728,2.08599659040978,162,248,0.875561823292341,316,596,0.909581812875457,145,184,0.697200431093834,327,6022,3.8257431648505,327,10356,3.31400184161461
"PITG_02390",1632,53709,4.52283254377081,1632,49489,5.32520174596279,1448,7582,3.5798067475616,434,495,0.536161466863022,1233,3081,1.7989846205222,1007,1601,0.903841231167996,1632,28902,8.61572610323301,1632,64101,6.97333359867018
"PITG_02391",1560,57642,6.02209423593901,1560,46157,5.62033605888875,1284,5697,3.2073914625563,565,820,0.87476721322923,1122,2830,1.65382712482689,771,1255,1.07552173885048,1541,22056,11.8689685012084,1560,57587,7.04387700557605
"PITG_02392",1573,49235,4.68270394974348,1573,33244,5.70381645133782,1489,7893,3.07430266709058,721,1476,1.21719509145198,1096,1947,1.09738206953526,929,1377,0.948273466809792,1573,27714,5.83101396745445,1573,53736,5.55787187762117
"PITG_02393",1545,42353,7.06935209581569,1545,37000,6.93053325474046,1525,6728,2.66400255942726,841,1682,1.33478078868558,1162,2993,1.8539465732884,466,700,0.858079513251692,1545,25544,5.79432305105907,1545,56907,11.4424929715818
"PITG_02394",1318,43061,7.32698424043452,1318,34820,4.98812662770668,1274,6485,2.57766751543516,380,497,0.697967551695019,1061,1980,1.14595229402942,698,1007,0.93429362394365,1318,19340,5.48856142519374,1318,49177,7.19459614116546
"PITG_02397",848,26937,4.83912389588743,848,22821,4.89781855705247,812,3897,3.0905773259111,152,252,0.731411282820114,570,1468,1.80210362227488,392,508,0.733479396525581,848,19588,48.3680751703549,848,38383,7.42903119523592
"PITG_02398",378,12052,3.08366032925198,378,8843,4.71755769990176,363,2337,3.84114426816698,187,187,0.500634658188872,120,327,1.30507990102566,186,254,0.819721682927125,378,5076,5.18172964286071,378,11753,3.63732465710241
"PITG_02399",760,24164,4.47919784887784,760,22061,5.7646439220373,643,3976,3.57108171911754,248,427,0.996101373380691,526,1272,1.49706506205103,500,625,0.706659212220581,760,12582,8.65726247762802,760,25544,5.18393126233748
"PITG_02400",3158,97997,5.13417982618754,3151,78693,5.30083530990493,2953,17690,3.66159910774695,1512,2742,1.08568605484492,1964,4815,1.62413432649221,1194,1585,0.753723436132564,3153,53183,6.92154512169648,3158,115675,7.87225349498762
"PITG_02401",2748,82999,5.56417658791113,2748,65935,4.91414808623005,2500,14386,3.85768576413616,1352,2506,1.22179701700257,1678,4149,1.7066151850775,1266,1691,0.820299418486904,2748,45475,6.5327313706334,2748,97664,8.1078145641595
"PITG_02406",1008,12383,3.09390994872612,1008,26480,4.96027948473034,955,6485,4.08858544127549,382,824,1.2464100179646,544,1061,1.37078804872566,403,743,1.1174042222484,997,29668,116.47438958285,1008,36667,6.32804785697574
"PITG_02407",1341,37759,5.15504391089355,1341,29217,4.84940598995115,1212,8034,4.3139735308602,648,841,0.722543166723161,649,1342,1.37216444509902,745,1090,0.873327565238837,1341,23509,10.7642292393531,1341,44844,8.28343685038356
"PITG_02408",1581,51346,3.92721817810466,1581,41285,4.77352493704414,1437,8056,3.37588039291816,665,767,0.628893289413818,978,2238,1.50568064208528,582,669,0.595294158470557,1581,26542,6.37757227555509,1581,52715,5.10721697223476
"PITG_02409",1707,56398,5.4999930853728,1707,39084,5.87903894482928,1676,8706,3.08076796763153,1095,2166,1.3140012114506,1186,2649,1.54535982204278,739,800,0.566282600403751,1707,25880,4.73052849493823,1707,59607,8.4203336343762
"PITG_02410",1334,45499,8.06591705513962,1334,37413,4.32652720931366,1227,5712,3.49750966912178,775,1274,1.05913004447366,829,2791,2.66308415088661,465,579,0.693823842767559,1334,20675,6.24827039842766,1334,48277,7.62074680569455
"PITG_02411",599,19907,6.02909317767978,599,15875,3.71378752743013,599,3434,3.35653460995152,212,331,0.842132077944614,358,1802,3.15511960237737,428,468,0.552208373234415,599,11478,6.9273936560249,599,18343,6.69731779021324
"PITG_02413",704,20466,4.02842829331971,704,11825,3.31124922707612,671,6555,4.87757279078105,467,818,1.29202597242086,62,154,0.973556852229735,359,635,1.05754568108451,704,10451,5.0845096496842,704,18301,5.21582383045206
"PITG_02414",1583,44415,6.98235851726403,1580,36040,4.83318343516652,1562,12298,3.94040453006908,860,1370,0.96668260551874,805,1309,1.1468016300943,482,659,0.683311777762357,1577,29418,7.75920233835119,1581,43258,8.50775471157132
"PITG_02415",2036,66250,6.9680159642047,2030,53803,5.12803160556665,1939,9764,3.2762267777253,1116,2073,1.2930218312504,1203,2736,1.54432177389131,985,1613,1.03622765730122,2036,36745,12.1434986535894,2036,77663,7.51124486671669
"PITG_02416",506,18076,4.45600380888757,506,13803,6.78579026183071,457,2808,3.65796697908389,246,381,0.954531198355003,75,75,0.355670888059234,213,221,0.527419055935901,506,9633,6.81993097744824,506,20734,3.31743531352837
"PITG_02417",1824,56657,4.73163507855328,1824,47832,4.64131656339422,1558,7068,3.53522358763789,571,756,0.734935708950174,1393,3565,1.73493407216487,1277,1807,0.830983118996948,1824,35569,6.13041657466365,1824,67405,7.07685352447629
"PITG_02418",1689,44336,6.11426360803976,1689,36454,5.76333002899381,1544,8668,4.17589825839357,703,1069,0.907580538997769,994,2230,3.33316963420262,802,1185,0.902079510370984,1689,26245,5.55731179513385,1689,56932,7.80089596057352
"PITG_02419",2437,78265,4.8832258333095,2437,72710,5.0146069685227,2004,7733,2.59680592833245,569,645,0.519839584281831,2065,5451,1.88050076744192,1169,1686,0.86663370714433,2437,38062,8.15785095452463,2437,93409,6.25348535656479
"PITG_02420",3680,111464,5.64541551051164,3680,88095,6.42283832817449,3386,17318,3.33627131692739,1594,2631,0.982861838244339,2336,5444,1.49570649773505,1856,2496,0.775238719306681,3675,65204,6.58711962896702,3680,127684,7.03958366727992
"PITG_02421",3216,114439,5.47896199396466,3216,90880,5.50455081680952,3093,13550,2.78619516241259,1252,1716,0.793122289168872,1775,4626,1.69234023152887,1728,2460,0.885037817520551,3216,57379,7.05460682430899,3216,133315,5.4892258872314
"PITG_02422",456,12478,4.97589136648639,456,12371,5.23247808164349,377,1348,2.4256517452119,61,61,0.340780978551036,264,616,1.49126367913574,340,549,1.00113440572319,456,7861,7.86911408161906,456,17672,4.48354530736906
"PITG_02423",2587,94958,6.98006059334446,2587,64407,6.57111247564787,2360,12593,3.28621695591062,852,1119,0.687131610631069,1379,3158,1.49204768313428,1134,1551,0.771976161470578,2575,33426,6.6566656030556,2587,95960,9.53129231619099
"PITG_02424",935,29423,4.14005597042627,935,24365,4.8625392228407,894,5971,3.44109489873118,603,1065,1.12301460959883,526,1053,1.33279665289828,367,506,0.813539538174897,935,16092,5.92381079312728,935,36624,7.96472156523367
"PITG_02425",1556,54185,6.96275797330321,1556,38360,5.12810780375798,1537,8714,3.2813768478299,367,662,0.884432052065189,1114,2143,1.2391145649146,721,872,0.663868297848342,1556,27469,7.29878155033145,1556,55795,6.81230262087678
"PITG_02426",1473,41008,5.8495743022882,1473,39483,4.55280688831574,1418,8957,3.15769701940601,908,1474,1.0415939789864,914,2063,1.48215828543809,817,1248,1.00360470026979,1473,25409,6.18290411537971,1473,52973,5.10613883306938
"PITG_02427",1639,46011,5.95282430458164,1639,48028,7.65743563004396,1482,8494,3.3783095684813,822,1250,0.916766495299517,1010,2948,1.95047926970542,891,1283,0.833031008056491,1639,27150,7.21748444191346,1639,51933,8.38493833875806
