"BL2009P4_1x.cov","BL2009P4_cov.sum","BL2009P4_cov.sd","IN2009T1_1x.cov","IN2009T1_cov.sum","IN2009T1_cov.sd","Pi1845A_1x.cov","Pi1845A_cov.sum","Pi1845A_cov.sd","Pi1845B_1x.cov","Pi1845B_cov.sum","Pi1845B_cov.sd","Pi1876_1x.cov","Pi1876_cov.sum","Pi1876_cov.sd","Pi1882_1x.cov","Pi1882_cov.sum","Pi1882_cov.sd","Pi1889_1x.cov","Pi1889_cov.sum","Pi1889_cov.sd","RS2009P1_1x.cov","RS2009P1_cov.sum","RS2009P1_cov.sd"
"PITG_21485",373,6100,4.91849889223109,104,104,0.449021280254471,368,2028,2.47881856885586,150,317,1.57909094348274,180,412,1.41888401930668,173,208,0.659933859223765,373,6584,8.40677717022442,373,3556,2.16945504975136
"PITG_21486",940,21721,6.28673636930533,938,6466,3.04600411581683,804,2441,1.63826397945544,122,122,0.336248104059025,460,871,1.38527748971733,214,306,0.673859415032116,940,12309,5.27381998311749,940,13278,4.68532561030637
"PITG_21488",946,4739,3.12437896093148,934,3715,2.59719785802474,1087,13245,10.2456627191789,923,3360,2.97650559331999,647,1337,1.40888609523687,233,234,0.399606096929536,1054,20665,14.6865083112973,918,6671,4.85292585698376
"PITG_21492",2918,67005,20.3836104850382,1454,68615,50.4475577552379,1527,8083,4.56149473428723,565,630,0.462506540670352,922,2212,1.55078421817714,378,833,0.909177657719522,1692,12180,6.66144822639028,2914,98994,43.8418860771717
"PITG_21495",743,8902,2.4161786798942,737,8924,6.7106057048151,485,1206,1.72600290405928,205,261,0.656007163084766,292,558,1.02458771074031,233,291,0.628424058711915,535,4451,6.43576324816625,743,10719,5.17871347490313
"PITG_21498",282,6155,3.30452392143574,72,72,0.436815641774556,282,2595,4.12417519993155,80,80,0.451588593905928,112,173,0.870367849435984,197,319,0.912829456092842,282,3179,6.16382950975159,282,3161,2.58152209533728
"PITG_21499",723,12104,6.59814393775494,12,12,0.127846156441189,651,2799,2.84528023058879,404,432,0.56425804821495,247,523,1.24919639843322,130,156,0.5293861089062,723,6777,5.8925242704358,723,5945,3.67049099542035
"PITG_21501",1394,38823,6.76036679622823,932,7829,6.09423919196588,1307,5130,2.23129628840267,437,761,0.925650153915761,779,1144,1.04910483594485,435,579,0.699969991030349,1394,19894,8.19746869327883,1394,16957,6.3743800801143
"PITG_21502",416,7444,7.80845173148959,266,1113,3.34994691698499,363,2251,3.30122618132688,319,362,0.566090768436795,169,249,0.791459129260686,66,66,0.365792903927188,394,5479,7.07564671343515,411,3911,5.16474591092093
"PITG_21503",412,6401,7.33446725233346,424,10561,6.57155787450649,424,2031,2.03533699455061,176,202,0.610708519546987,352,709,1.51854696302003,191,347,0.980925058448939,424,4775,4.46100547289092,416,6859,9.35505747980795
"PITG_21504",1162,37921,7.63765755442797,1162,34413,5.77581814304441,1162,8384,3.08705354520797,735,1145,0.972822461093364,483,945,1.1689626369239,692,1151,1.16764295407858,1162,21219,6.34196274158435,1162,35053,5.47305230357107
"PITG_21505",651,9779,4.786471146685,651,13861,4.3483943722851,651,6847,4.93816329153297,392,611,0.990370748530012,310,866,2.16332858047207,343,510,0.894823428644391,651,13571,7.04367026451596,651,11751,5.78264341854672
"PITG_21507",3531,97424,6.58002551296374,3531,97027,6.75988701264221,3408,14596,2.62343471522672,1694,2574,0.937362064371925,2466,5196,1.52466868640869,1772,2660,0.902333832667807,3531,67330,7.16302575689601,3531,166616,7.0284732335741
"PITG_21508",466,10973,8.88897606176585,466,9889,7.12261790484723,466,2304,3.07768568134696,220,306,0.815263500753641,379,1034,1.55174117932671,203,315,0.837393312672672,466,8815,4.99714672383897,466,18733,13.0316768670015
"PITG_21509",1726,18191,3.22353851601934,1521,14197,4.78617141508921,1577,8792,3.22713090158204,690,1005,0.847098200115839,1115,2114,1.22267909189394,898,1156,0.742795853436944,1726,23169,5.58929644700768,1714,29760,7.24569915047213
"PITG_21510",802,8581,4.59464091659412,797,6876,4.94253480513534,741,3106,2.27326236734048,349,451,0.75109675208323,392,803,1.38453534290196,265,406,0.774432717595894,805,8267,5.04155243673108,786,7170,4.87909885670522
"PITG_21511",2227,28826,4.87566298398723,2248,30140,4.79472037452585,2246,11122,3.14997259088421,865,1425,0.962331599513224,1383,2395,1.26525664522842,1039,1402,0.772952551131269,2303,29592,6.00871941258981,2227,37204,6.46890870870701
"PITG_21512",935,14719,5.23565453996999,854,12456,7.41995836626661,837,4236,3.25814434703336,201,319,0.69115295310442,403,614,0.911968786989076,550,767,0.832821051226153,935,11835,8.24325571345519,935,22397,5.67697766763774
"PITG_21513",264,1517,2.71455463938281,34,34,0.33560122611574,134,368,1.83028006233448,69,104,0.732281976871848,89,178,0.947249065831186,117,117,0.49770472132595,165,1032,5.20887593670875,248,1245,2.49081444207713
"PITG_21514",845,7976,2.43447573173216,694,3556,3.67509583520049,732,3612,2.78713678665251,411,632,1.03568375869894,314,697,1.2647602972926,259,311,0.596730108508928,792,9126,6.2523171060266,845,12773,6.88106770753258
"PITG_21515",468,4679,4.65259888306501,460,3057,3.45311801836491,468,2609,3.14202790482093,332,537,0.98470848421242,106,165,0.693850200552768,119,195,0.754359208763189,465,7021,5.29251377538399,468,7316,5.79388777929934
"PITG_21516",1521,16220,3.95811315477615,602,2524,2.28921773494517,1018,4154,2.9519194320239,531,825,0.818983160010748,491,875,0.995922775701897,287,328,0.472442970043211,1205,10909,7.20137364295242,1521,36505,7.11322893510736
"PITG_21517",2325,25084,4.3211896971801,2220,24697,6.08574831976744,2105,10782,3.32319241020382,1008,1835,1.25025491080608,1046,1955,1.14580697077333,815,935,0.586343892074209,2296,34449,11.0780742384396,2325,41156,5.08595839305594
"PITG_21518",752,11939,4.82275712070284,752,18470,7.76135276640597,728,5327,4.56404667700324,599,1251,1.5203377791239,521,1738,2.2809306654703,600,1401,1.40802923308328,741,17817,12.8309733248335,752,10692,6.42505022259907
"PITG_21519",855,8146,3.37456807776004,660,4046,3.86688115965559,755,3871,3.62806909463769,449,657,0.913179180637464,493,1352,1.87742055616881,112,112,0.337591439552958,851,8539,6.57249774110492,834,7718,6.8914620908816
"PITG_21520",372,3753,4.03825126300909,372,6926,8.03560065550024,343,1692,2.24876667740981,121,235,1.00744626434285,218,615,1.66804930621297,72,72,0.395611083929469,370,12264,103.972415128032,372,5415,3.33235972507096
"PITG_21521",1379,25500,8.13567169425306,1379,29135,10.1031522098861,1362,6841,2.92105680821048,675,1183,1.05993883904245,675,1050,0.883860944926314,499,592,0.616568773153135,1332,14342,5.25883318579638,1379,31896,6.3733482761426
"PITG_21522",1510,50689,7.01273749220571,1510,58642,6.63451169593167,1479,7399,3.17794545413801,640,837,0.719438988722511,1302,3255,1.55662443248281,978,1572,0.989492277192751,1510,30307,6.54167543388562,1510,65042,7.42578445875276
"PITG_21523",1963,55663,10.9510713651643,1965,65524,12.8609668057128,1869,9957,3.32085406226551,1075,2180,1.30592333508291,1239,2200,1.28577040594842,612,1009,1.02586028198748,1950,32366,7.81805659243599,1965,57729,12.8176205388537
"PITG_21524",1898,58754,4.63605784780866,1898,73956,5.42392175723081,1818,9806,3.22870859860914,632,1018,0.921251346411515,1245,2166,1.13741145996762,1056,1439,0.793356182531533,1898,31821,6.60037324590531,1898,64901,6.82576519760708
"PITG_21525",3571,98489,9.1901445844051,3571,110772,8.93636996892235,3378,14945,2.78745928297717,1699,2631,0.961232039055448,2470,5959,1.81103805536011,1614,2146,0.782217769833317,3571,55523,9.86650982041949,3571,108255,8.66508145063793
"PITG_21528",2073,37063,5.71139080541803,2073,26278,6.26181535853838,2023,12517,3.33939205239734,923,1484,0.904100443878845,856,1725,1.22111022936831,678,916,0.698607805400372,2073,31485,7.91132771498725,2073,47362,7.63844311023348
"PITG_21530",1891,26555,8.32811346160392,1861,22944,8.18137069309568,1694,19262,6.87552170103953,912,1469,1.03832733401608,1222,3980,2.21427930758575,827,1087,0.710131155970212,1891,36238,11.5711793983665,1767,33361,12.6752183166951
"PITG_21531",1445,27143,11.6148973560658,1303,5569,3.13341625371696,1497,39291,18.7277534229899,1282,6080,3.20982953392002,910,3239,2.59552881870063,474,786,0.901228187073403,1567,49824,28.3308360029456,1134,5774,3.32071269844549
"PITG_21532",1614,40422,10.3721886691598,1604,23941,7.59680774857725,1556,22833,9.35081621480551,1065,2284,1.53374615299101,1265,5946,3.23814569955013,695,1415,1.24609570364498,1618,45999,12.1981412352974,1618,38770,10.6775446530297
"PITG_21533",665,11137,8.8041011556868,665,9902,8.09811751747749,590,4572,6.1060598321209,300,613,1.21195937937977,444,1128,1.98547867886584,360,534,0.957626952527588,663,12671,12.4940025351153,664,8795,5.23102633991645
"PITG_21534",981,17288,12.0491648257573,1110,22666,13.4961906226232,994,9113,7.52440870561755,648,956,0.921741660068659,918,2538,1.89531310403011,708,1229,1.043910406087,1126,21871,11.0164020652936,1089,25254,15.5367110903414
"PITG_21535",3837,111365,15.7161162583166,3845,129900,18.3607206754624,3641,27059,5.31101365898497,1981,3467,1.07933651181486,3102,9194,1.97837559968791,2547,4986,1.35925505071195,3847,86821,10.1017406529191,3847,146614,19.3226590843879
"PITG_21536",1109,27868,19.3917880238638,1047,11657,7.3149010974377,769,6707,7.29780278015092,399,761,1.05176433678051,1041,3116,1.6266565139703,771,1394,1.22290475485517,1163,17480,11.6588844655572,1111,18926,10.5940677776643
"PITG_21537",1184,16151,7.66217149490813,1192,10937,4.50969971014583,1150,4903,2.82332856276272,144,146,0.329490293096328,698,1765,1.65236683774711,617,766,0.709038180236448,1153,13742,9.31619244340227,1173,13969,5.21147585988883
"PITG_21538",1701,31818,6.04976611864114,1677,22638,5.5667586388238,1620,6506,2.64883915339,661,1073,0.992959271894532,629,1308,1.30478780294211,766,852,0.592724852965313,1692,21000,8.26668511488559,1677,21985,6.1925176871111
"PITG_21540",2344,59736,5.67009689175005,2344,58281,7.36278917012277,2321,11191,2.57085788145284,1494,2638,1.16777118133585,1575,3404,1.45330630510542,1106,1856,1.10491138270265,2344,35927,6.2128975023921,2344,59380,8.11111596333847
"PITG_21544",1073,59697,41.504603127086,991,13496,11.2469819217803,1016,14309,14.3625216418451,877,2795,2.12103288868027,852,6578,4.85254763674669,922,2837,2.00859175905513,1061,37056,19.2069534650286,1042,15990,11.4964013677042
"PITG_21545",334,2292,2.80408710638631,294,1350,2.5234732821213,255,785,2.28908460863242,132,141,0.545226039675836,189,247,0.735896070587574,94,94,0.448730448407982,338,2459,2.77943445916074,311,1422,2.49123267343191
"PITG_21551",1113,12327,5.46717315929719,1100,13612,5.92800918484466,862,4099,3.19073555323757,296,372,0.599509517893609,428,838,1.05558339502466,390,581,0.827642210945067,950,9505,6.31120896760441,1113,20416,4.58364421840063
"PITG_21552",1367,10003,3.63449086871704,1477,24637,4.99182449312754,1303,4761,2.35597692050835,222,222,0.357192114829753,643,1743,1.66584107797993,565,626,0.571594284711059,1321,14128,6.75980622302671,1479,30433,8.39935266192212
"PITG_21553",1227,6986,3.83838089204538,1306,19865,4.79695738343284,973,3511,2.43476781736081,314,548,0.874525900221108,652,1201,1.08932760481744,520,864,0.926580833482961,1218,10661,6.06151487094856,1306,22512,4.43345143210174
"PITG_21554",272,350,0.579509078068383,1205,18246,3.52621101578912,367,671,0.914699093904634,107,126,0.353934806704066,185,602,1.28667131914005,114,185,0.542693472071579,531,4602,6.46640699552461,1205,19617,3.62126791125241
"PITG_21556",1813,44183,7.78238302030056,1804,35553,8.86672529702988,1281,3170,1.95779253658316,488,554,0.546266544873132,1164,2693,1.72836079791801,791,1188,0.86747145790164,1787,15448,6.85285564104721,1813,73822,5.42930549452274
"PITG_21557",669,9679,5.88794910846591,666,8055,4.58522873012964,653,2923,2.67475848333512,260,399,0.926178275635632,459,1003,1.62760195597034,207,408,1.10238768797096,649,7890,6.1427214906721,661,10425,5.71393805768653
"PITG_21559",1143,35930,5.30347787108615,1143,27046,5.26293293158695,912,4195,5.3573404696309,289,333,0.532634015735458,816,2088,1.93404849904905,588,857,0.855822463318742,1119,16435,11.7259635143843,1143,39372,7.10210995417013
"PITG_21560",1470,45209,6.74450315771698,1470,36742,5.93898844122121,1317,4426,2.83201403704462,401,478,0.582574686899041,1177,2339,1.34950386315121,723,1029,0.821221259287192,1470,20016,7.422190348769,1470,37212,5.1705296757003
"PITG_21561",612,16043,5.51963600141316,612,12400,3.67994741624366,612,4616,2.94352056177716,268,362,0.817040102217066,213,313,0.808020286485666,312,329,0.551942887227565,612,11799,5.38337450802698,612,18845,3.02435434259699
"PITG_21562",656,11322,9.13828830598402,653,10280,7.86497483035436,654,7392,7.19783475582909,310,668,1.59089992670857,646,2072,1.33737363396599,418,579,0.771596827685617,653,21122,11.5446850270529,653,15297,11.6489630708309
"PITG_21567",499,6569,3.72512500803697,499,6526,5.18608578319118,499,3211,2.94140681123555,175,365,1.22229623926212,148,316,1.1282140839304,168,216,0.662387373171139,499,5883,5.56143234627693,499,8940,6.90330008532089
"PITG_21568",779,16789,3.90909630907476,779,10150,4.29657616488949,779,4843,3.50364047333026,427,528,0.720723182146667,262,453,0.973672593591842,274,304,0.56158728139566,779,13123,12.1770103866656,779,9926,4.60539771547663
"PITG_21569",679,5719,4.50756341142724,679,7360,4.98160365140798,677,3936,2.17587769964689,297,492,0.96203697334717,308,530,1.01340818356218,0,0,0,679,9748,6.11127755230082,651,5155,2.67347868533892
"PITG_21571",979,10641,5.43847622217025,966,11541,5.67339331375752,996,11091,6.14078653277311,534,834,0.997186673453813,421,1226,1.8919803471202,381,569,0.877222254901796,984,19937,15.2065565328676,967,8850,4.62283836898478
"PITG_21572",411,8915,3.83429857833202,411,11644,5.02602921553289,322,1684,3.6599703637215,213,223,0.545502377943105,157,215,0.740023753121255,168,278,0.869484106307299,411,4123,4.08226049520327,411,11267,7.05789364320353
"PITG_21573",441,6232,4.2432759327087,441,7426,6.34277849229086,346,1193,2.03697525564876,231,312,0.808007237426026,225,839,2.47386670850413,136,136,0.462353064905489,441,5478,4.23286680749803,441,10221,5.98068939505089
"PITG_21574",783,8852,6.04582163710968,785,6402,4.31002431352561,790,5823,4.54807820317772,622,1084,1.04421379158032,422,958,1.40296258519726,158,188,0.494714998517603,797,10763,10.2135412315131,758,11001,7.91567099843561
"PITG_21577",235,2055,4.59088401243719,241,2248,4.34372828841393,238,4112,7.13903329572642,68,180,1.35052666872546,149,238,0.869824396961217,168,168,0.464048514795806,243,3360,9.22225514072296,241,3423,5.83687694142448
"PITG_21578",1993,44179,4.47210007689067,1993,40671,5.43587039678674,1917,8470,3.04629296648743,512,620,0.568202326796493,1019,1554,0.930383242948297,904,1057,0.662542507185519,1986,21682,5.3750809044651,1993,51800,5.66296702246219
"PITG_21579",768,8307,3.55165152124434,768,14299,4.53024278282506,754,2964,2.76097135846109,393,650,1.00964694389946,214,214,0.448625005895592,379,430,0.624619614797612,768,8684,4.7033898794492,768,18140,5.84289974251912
"PITG_21580",2124,28059,3.18253950256691,2124,44073,5.43441390135571,2055,8466,2.34932931281665,577,712,0.601194367987728,1256,2335,1.10623613988146,851,1013,0.634192023149729,2124,24724,8.90482438977307,2124,59516,6.10926913317881
"PITG_21581",824,9946,2.74601610815657,824,16939,5.78422448961329,780,4345,3.01747882926449,416,575,0.823231982294257,364,663,1.14742168347922,232,232,0.450029851379919,824,10549,8.47931913891033,824,19042,6.65594043069083
"PITG_21582",991,20119,12.8299373246631,994,23403,14.15975069682,997,26992,16.3521013892488,867,4109,3.17658270086839,910,3095,2.12301205250073,709,1473,1.20104632541096,996,37929,16.3507962984892,992,27912,12.2471201414411
"PITG_21583",899,3344,2.8058563479469,1097,16974,6.57273638563146,1006,11308,8.47410872324171,562,1388,1.80248447576766,755,3211,4.1242970659691,874,1767,1.40923622165725,1087,20757,16.033870258001,1099,22080,7.46798942665284
"PITG_21584",2912,98306,13.4633715323688,2912,116008,16.4759122188728,2607,28773,10.4229955248607,1887,5188,2.37913561942882,1889,4885,1.79871812012416,1593,2480,0.98283308267472,2910,63547,18.8098771278854,2912,125859,21.0746902511402
"PITG_21585",329,622,0.736500804103816,2,2,0.0760279515058681,315,1134,3.08908021624665,187,220,0.650827168068702,57,114,0.743832069504846,0,0,0,320,1235,2.68071166521483,282,396,0.701868083670736
"PITG_21586",303,4843,9.55930995413953,310,7177,13.2329587152021,342,5333,8.64284111497253,289,1011,2.55068812730332,249,1044,3.35882534087989,229,257,0.593427249082789,307,9033,17.6663723203457,319,7385,15.2336028779013
"PITG_21590",2627,40632,5.21392701847325,2298,33725,8.42558300302976,2434,13105,3.41938258011609,1567,2977,1.22262388448648,956,1714,1.07411765512464,905,1214,0.743845360689107,2611,29895,6.01283403906727,2627,59702,10.9915187897074
"PITG_21591",1045,20916,3.53495883016495,1045,20348,5.92113051822624,1012,6358,3.85868546513636,593,1072,1.17944658443725,804,2637,2.44061177206076,466,842,1.05389514255144,1045,17560,5.82756567811587,1045,27350,6.23432864505172
"PITG_21593",1648,16746,7.38951855510595,1684,18035,6.2789455301851,1610,9331,3.11650782244521,787,1231,1.02669860759531,689,955,0.780755693157034,846,1048,0.689923751035108,1726,22386,5.93888396741481,1724,22194,6.37215492779636
"PITG_21595",1718,41341,5.65541701757445,1718,41658,4.42331725172252,1651,10544,3.99589050024438,991,1529,1.03469453365026,1137,3697,2.40720001596284,1093,1843,1.14623922868904,1718,29999,6.24350399718304,1718,52382,6.02486266810819
"PITG_21596",1816,48501,5.75800963909788,1816,48356,5.42244906362867,1727,8398,3.41765586293179,653,1172,1.22274611799704,1174,3174,1.79231465984767,906,1371,1.00630393090957,1816,31793,5.61343856544305,1816,59424,8.13542819569335
"PITG_21597",1385,30635,3.72203862192466,1385,32574,3.76358262325386,1359,8282,2.96138856068956,988,1561,1.03327397093759,865,2306,1.82716963133371,710,1058,0.931852428935188,1385,29018,7.9315058653739,1385,46287,5.06542698408361
"PITG_21598",1836,39253,5.14076501416578,1836,52038,5.57210958193931,1811,11718,3.75630900605024,497,804,0.821350509010959,1193,2809,1.5651783675834,834,1166,0.82319941046305,1836,34329,6.26809013114709,1836,55747,6.47833049985195
"PITG_21599",1744,36869,5.76985369843352,1744,41914,5.94032627457237,1733,12452,3.31306480243787,1139,2030,1.17369784143086,840,1528,1.11353424890208,737,978,0.747363827360705,1735,29507,7.85590248597907,1744,47430,7.01996715737016
"PITG_21600",1281,21898,4.13271727422725,1281,25333,7.08391109826256,1267,7750,3.6123488828739,478,756,0.911658886990912,892,1822,1.27858609274667,308,524,0.873058093832747,1275,20892,6.90491124683713,1281,34098,7.77296660270656
"PITG_21601",5258,64797,4.03043194798271,5258,88015,4.70275919554348,5221,27675,2.95235708382556,2840,3981,0.850075531829595,3557,7187,1.31577894748093,2386,3336,0.827232371688459,5258,77177,5.39897408284329,5258,99772,7.28835920643557
"PITG_21602",3220,37124,3.77773406338876,3222,35818,4.060422952162,3106,16775,2.80535600234349,1907,3013,0.988932156036838,1385,2717,1.15074032746122,1418,1821,0.725106128396604,3239,41577,6.96872553306737,3214,48082,4.86900640783291
"PITG_21606",1098,7015,3.09864328303253,1082,10072,4.48791774526974,1035,4174,2.96142283741417,131,144,0.371150560375512,423,769,1.02227687242841,353,438,0.642805133658974,1098,9970,4.77449040140928,1098,34406,5.24831552815052
"PITG_21607",1505,7808,2.41076596472689,1495,16442,5.88283438142818,1129,4690,3.20870237468314,234,380,0.685543213007967,511,1060,1.17621505652364,486,791,0.914417504737495,1277,10602,6.34208391714121,1507,41068,7.60678614464802
"PITG_21610",735,8666,4.30792523149853,735,9623,5.42319531925224,731,9147,7.33097626749211,411,1139,1.92075194423663,579,2363,2.39891987903618,498,1132,1.38135008121007,734,14812,10.1840644159915,735,16545,10.5528172994499
"PITG_21615",756,5217,2.0307436812866,451,666,0.874423718864904,555,1840,2.81615329243295,191,280,0.685030377144684,359,716,1.63726617475539,224,224,0.456925558922742,622,3812,4.93730836699398,291,435,0.791262199786582
"PITG_21617",2339,23264,5.00765933807197,1279,7025,4.07930225156921,1204,3818,2.44597717026609,332,388,0.431658553589879,742,1420,1.07620706079805,445,667,0.689278522033168,1512,13859,9.06034108051124,1354,23175,11.2851529918737
"PITG_21618",821,21648,8.54492511520398,821,28257,9.5927882188378,732,2626,2.20161754449896,57,57,0.254334691479747,615,1318,1.24358667894533,224,224,0.445689774332211,774,7019,4.87568033170843,821,23771,6.32689200173295
"PITG_21619",927,21571,5.94254149014295,927,28595,4.98076734225758,927,6629,3.28634463251501,572,1167,1.38405923077271,525,1085,1.29255640959673,400,402,0.50018344681446,927,12716,4.71246112181109,927,25246,5.19908228369188
"PITG_21620",1135,19740,6.40481304871821,1135,26461,4.62970417859471,1092,7293,3.69200707650225,757,1558,1.39707217912686,664,1459,1.32521008688822,582,718,0.712569086102084,1135,20360,5.88556980584645,1135,33378,6.4299322529943
"PITG_21621",429,11488,5.84255311301639,429,9917,4.45228401276351,429,2565,2.92220438685093,300,641,1.33363692816207,288,642,1.30888833766613,68,68,0.365643221557116,429,4565,3.42432132191127,429,13974,6.85819944881741
"PITG_21623",822,15801,7.83308352256524,822,13368,6.55225792324348,822,7610,3.88810040085508,581,1428,1.66032768874041,554,1645,1.93908412382945,302,426,0.742995121624586,822,16724,7.11073696613663,818,17267,8.60395127669322
"PITG_21626",4432,114114,6.50313881096365,4431,127440,9.98171194060476,4176,29076,4.47215678648059,2384,4374,1.22962978099523,3043,6859,1.57084504047449,2527,4098,1.11043280715787,4432,81102,10.5254077364487,4433,166816,12.7285740113867
"PITG_21627",752,5701,2.70646802863366,752,12343,4.8407917237333,694,3091,2.5170098019678,128,138,0.420315542989969,332,818,1.46244940131598,316,460,0.891308095744717,745,8269,4.97543740851112,722,8781,5.40903192413833
"PITG_21628",252,1951,3.5208653452314,229,1490,5.16343271767948,236,1429,3.27994378622407,137,154,0.611222292487823,228,360,0.700132613433036,45,45,0.378465420178062,252,3098,4.45903183749483,254,3610,7.04015471188145
"PITG_21634",797,8980,5.25311922102297,802,9846,4.67968221797518,731,13202,17.6095717728515,436,1885,3.24729333031348,594,1330,1.73380268723684,423,940,1.64426435264054,792,20877,23.5113732920195,804,15622,5.42273929831537
"PITG_21638",1635,28398,3.39744028260617,1635,28908,6.86294143857204,1571,9698,3.08710032063837,903,1350,0.930024512685937,935,1806,1.23125245871559,564,777,0.720289444825697,1635,21932,5.45487084577291,1635,43834,7.04904324458727
"PITG_21639",1088,27971,4.73751094177381,1088,30645,6.52113461569047,1008,5319,3.01659671623787,524,629,0.661296554107687,571,1699,1.91922297238728,606,830,0.790246344587861,1088,16389,5.80744566030608,1088,54774,13.9473130529986
"PITG_21640",926,10549,3.26400531000013,926,17058,4.6251656087678,879,5170,4.03271717026845,289,383,0.713263192328441,274,402,0.774932702548845,205,260,0.566638108613198,883,8890,6.60009498926024,920,9694,4.35388509856664
"PITG_21641",1927,41132,8.30935838304756,839,11077,8.84289237729421,1337,16951,11.7624077215312,827,2616,2.1003693042746,768,2176,1.81873615538036,299,689,0.911632349362028,1324,25125,16.6030117480371,1927,35322,8.44018998643771
"PITG_21642",463,11360,10.494810301382,463,15668,8.45617333683196,460,6148,10.4283847490755,233,662,1.7540729859544,375,1146,2.46774182262664,323,580,0.992868646868768,463,12928,20.4911131019204,463,12181,9.2027233045047
"PITG_21643",650,20457,9.59969195211188,650,16608,6.57454874808625,613,3420,3.76414404243119,274,397,0.78558332716576,413,953,1.53327518600463,221,325,0.808754106592766,650,11731,8.9659105754827,650,30702,8.60093299348514
"PITG_21644",1747,48707,5.41877419034679,1747,41898,4.6771779529084,1660,7052,2.71410293817936,857,1525,1.19463034805172,1012,2176,1.43345182912124,711,1099,0.900439887490037,1747,28731,7.11047008195352,1747,91814,12.4546237009749
"PITG_21645",345,8073,5.35072262018314,100,100,0.454353913744507,331,1897,6.90092875350391,111,144,0.660108456940347,226,566,2.15357455963091,66,66,0.393899383045467,345,2978,4.13164520252425,139,300,1.18509448497642
"PITG_21646",1098,17374,5.41106290501692,504,2023,3.02130723526961,873,2620,2.56834910407048,307,434,0.721119972018479,422,922,1.20155957100745,252,372,0.729610236175297,1097,8059,3.41964520044648,559,1534,2.19406481116244
"PITG_21648",1819,32666,7.76443701720374,1819,36290,7.78010307467078,1343,4192,2.1304115882857,468,596,0.623485657786235,1223,2530,1.4890669604269,727,846,0.616304531985411,1752,17666,6.02264936306117,1819,37157,8.34708760648261
"PITG_21649",1818,39671,7.71757111784201,1859,38340,9.16197587017592,1553,25674,19.171555837599,763,3958,3.57232548920284,1100,3672,2.49156318250879,697,1307,1.11673587615975,1811,34859,18.5900847828243,1755,23910,12.1257843264594
"PITG_21650",1164,10617,3.94653870606425,1127,7771,3.92392139482104,1051,6749,3.61966016014121,587,748,0.711849383434235,692,1612,1.6272544076682,377,523,0.749897929524358,1130,13421,10.3283974211143,1136,14188,6.48885672539776
"PITG_21651",502,4338,1.92962934157563,364,548,0.941168489095234,434,2212,3.46499449199103,192,329,0.927921806198379,146,207,0.697362333469021,95,146,0.640511660188541,465,6055,7.81868962804776,502,7898,4.53336072164232
"PITG_21652",780,7567,3.59706746875475,775,6331,5.46694857701154,753,13178,12.1803614895831,538,2026,2.58453852230771,596,1991,2.08818575149044,538,1079,1.27702284012038,750,19345,14.3836217084054,717,12837,12.1387783879781
"PITG_21653",1154,8662,3.37363552125729,1055,6616,4.64746243135065,1032,4860,3.22277637663595,349,407,0.571669411697811,686,1269,1.16152027931785,600,738,0.696287404075214,1070,12919,7.46439451230836,1073,13907,6.96677593548124
"PITG_21654",197,490,1.34487589127654,166,166,0.497778504160743,95,1180,7.47100520911303,58,159,1.11495050682449,71,125,0.778792894293884,0,0,0,156,589,2.51220450330169,104,104,0.477078943830103
"PITG_21656",800,11795,8.95241688862201,800,9937,6.50705198953359,653,10191,14.4260402305489,397,1184,1.95560233063742,366,1095,1.95000681940979,350,479,0.750634900229001,592,12419,15.1402929802203,477,6960,9.95723018922941
"PITG_21657",717,14565,6.47474609685739,312,659,1.22435037428406,502,1359,1.74136128431399,205,232,0.542768173416841,149,346,1.11053366688444,156,156,0.412883607657011,566,5076,9.14917255312027,717,8943,4.00291787172932
"PITG_21658",4189,98754,8.66805244029741,3004,36486,11.5929303920256,2688,14683,5.43066788613171,901,1690,0.909226622641147,2100,5425,4.25627543072403,1563,2276,0.888398375766337,3351,30587,8.58160163647946,4189,77704,9.80432934106885
"PITG_21659",409,5043,3.63278916295039,409,7340,2.91329635494864,409,1859,2.80117849977171,93,244,1.15939809416136,167,206,0.664662118897872,97,97,0.425864489932439,409,6432,3.84291111867722,409,8731,4.00266432912212
"PITG_21660",1953,15972,6.0959199491808,2049,25058,6.18371352744517,2083,11823,2.70307160887504,802,1883,1.40966239845513,1406,3467,3.14669214217306,857,988,0.611432712547079,2103,31357,6.04334145907575,1533,9514,4.88188447881788
"PITG_21661",750,6776,5.14099825024182,832,7892,4.91455176077266,789,4688,3.4092374896767,400,416,0.533110329482724,405,820,1.09188245755327,345,435,0.670447202396353,844,9051,6.1207827807496,781,8372,5.21112224442323
"PITG_21665",1266,20342,3.61465593548313,1266,24631,4.82549413036716,1245,7374,3.00395932274152,787,1478,1.30807743243945,565,1186,1.25327861182044,670,858,0.742025775598899,1266,16213,5.31398236795953,1266,23087,3.97585430662184
"PITG_21666",1035,16241,5.5539102395494,1035,14899,4.86325342677585,952,5708,3.77901641466118,424,767,1.09447567926067,587,1000,1.02475001674974,394,546,0.737215484503143,1035,13137,5.16256946245895,1035,26648,7.27424095854043
"PITG_21667",990,9798,4.86920354276457,1008,12130,5.27786530139088,889,4755,3.64954590948505,399,722,1.02251378160306,587,1630,1.85368108716846,170,241,0.568434810144289,990,10512,5.70430395034762,1008,15113,4.47357366759208
